Transaction Date,Total amount Withdrawn,Weekday,Festival Religion,Working Day,Holiday Sequence
2017-08-13,356900,3,4,0,1
2017-08-14,304700,1,4,1,2
2017-08-16,396800,6,3,0,1
2017-08-17,401300,4,4,1,3
2017-08-18,455800,0,4,1,6
2017-08-19,392700,2,4,0,4
2017-08-20,215100,3,4,0,1
2017-08-21,227100,1,4,1,3
2017-08-22,572300,5,4,1,7
2017-08-23,331100,6,4,1,7
2017-08-24,510300,4,4,1,6
2017-08-25,68100,0,1,0,4
2017-08-26,403800,2,4,0,0
2017-08-27,349300,3,4,0,1
2017-08-28,233200,1,4,1,3
2017-08-29,260300,5,4,1,7
2017-08-30,443100,6,4,1,7
2017-08-31,520200,4,4,1,7
2017-09-01,694300,0,4,1,6
2017-09-02,517700,2,2,0,4
2017-09-03,502300,3,4,0,1
2017-09-04,358000,1,4,1,3
2017-09-05,607400,5,4,1,7
2017-09-06,457500,6,4,1,7
2017-09-07,355700,4,4,1,7
2017-09-08,567700,0,4,1,6
2017-09-09,552300,2,4,0,4
2017-09-10,459800,3,4,0,1
2017-09-11,296500,1,4,1,3
2017-09-12,544800,5,4,1,7
2017-09-13,437200,6,4,1,7
2017-09-14,376300,4,4,1,7
2017-09-15,386300,0,4,1,6
2017-09-16,474700,2,4,0,4
2017-09-17,331100,3,4,0,1
2017-09-18,454600,1,4,1,3
2017-09-19,382800,5,4,1,7
2017-09-20,120400,6,4,1,7
2017-09-21,341600,4,4,1,7
2017-09-22,558900,0,4,1,6
2017-09-24,401500,3,4,0,1
2017-09-25,513800,1,4,1,3
2017-09-26,437400,5,4,1,7
2017-09-27,511200,6,4,1,7
2017-09-28,468600,4,4,1,6
2017-09-29,468800,0,1,0,4
